resultado_codigo,eje_numero,eje_es,eje_en,linea_accion_codigo,linea_accion_es,linea_accion_en,resultado_esperado_es,resultado_esperado_en,intervencion_id,pagina_plan,intervencion_fuente_es,objetivo_fuente_es,responsable_oficial,estado_ejecucion,cruce_catalogo_estado,proyecto_ids,indicadores,fecha_ultima_revision
4.1.4,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Procesos de Compra Pública Innovadora para adquirir herramientas basadas en IA,Public Procurement of Innovation processes established to acquire AI-based tools,enia-4-1-4-02,35,Mejora de servicios de salud a través de la aplicación de sistemas de IA,Adquirir nuevas tecnologías y sistemas digitales en IA que puedan mejorar los servicios del Ministerio de Salud,MINSA,no-verificado,enia-solamente,,1,2026-08-21
4.2.1,4,Gobierno inteligente,Smart government,4.2,Fortalecer la capacidad institucional para gestionar riesgos y responder a incidentes relacionados con IA,Strengthen institutional capacity to manage risks and respond to AI-related incidents,Capacidades técnicas de las personas funcionarias del sector público para formular e implementar proyectos apoyados con IA potenciadas,Public officials’ technical capacity strengthened to formulate and implement AI-supported projects,enia-4-2-1-01,35,Desarrollo de capacidades técnicas para la formulación e implementación de proyectos de gobierno digital con apoyo de la IA,Fomentar el desarrollo de competencias que permita impulsar proyectos y gestionar los riesgos asociados a la implementación de proyectos basado en IA,MICITT-DGDCD,no-verificado,no-es-sistema-ia,,1,2026-08-21
4.2.1,4,Gobierno inteligente,Smart government,4.2,Fortalecer la capacidad institucional para gestionar riesgos y responder a incidentes relacionados con IA,Strengthen institutional capacity to manage risks and respond to AI-related incidents,Capacidades técnicas de las personas funcionarias del sector público para formular e implementar proyectos apoyados con IA potenciadas,Public officials’ technical capacity strengthened to formulate and implement AI-supported projects,enia-4-2-1-02,36,Desarrollo de capacidades técnicas para la formulación e implementación de proyectos de gobierno digital con apoyo de la IA,"Desarrollar en el personal institucional las capacidades necesarias para el uso, adopción y desarrollo de herramientas de inteligencia artificial.",Ministerio de Planificación y Política Económica (MIDEPLAN)*,no-verificado,no-es-sistema-ia,,1,2026-08-21
4.2.2,4,Gobierno inteligente,Smart government,4.2,Fortalecer la capacidad institucional para gestionar riesgos y responder a incidentes relacionados con IA,Strengthen institutional capacity to manage risks and respond to AI-related incidents,Protección integral de datos y sistemas en entornos de IA fortalecida mediante capacidades en ciberseguridad y gestión de riesgos,Data and systems protection in AI environments strengthened through cybersecurity and risk-management capacity,enia-4-2-2-01,36,Capacidades técnicas DC para el impulso y la protección de los datos en los entornos de IA,Fomentar el desarrollo de competencias de la DC y los actores clave que permita impulsar proyectos y gestionar los riesgos asociados a la implementación de proyectos basado en IA,MICITT-DC,no-verificado,no-es-sistema-ia,,1,2026-08-21
4.2.2,4,Gobierno inteligente,Smart government,4.2,Fortalecer la capacidad institucional para gestionar riesgos y responder a incidentes relacionados con IA,Strengthen institutional capacity to manage risks and respond to AI-related incidents,Protección integral de datos y sistemas en entornos de IA fortalecida mediante capacidades en ciberseguridad y gestión de riesgos,Data and systems protection in AI environments strengthened through cybersecurity and risk-management capacity,enia-4-2-2-02,37,Capacidades técnicas DC para el impulso y la protección de los datos en los entornos de IA,Desarrollar de capacidades en ciberseguridad y la promoción de una cultura orientada a la gestión de riesgos,Ministerio de Hacienda,no-verificado,no-es-sistema-ia,,1,2026-08-21
4.2.2,4,Gobierno inteligente,Smart government,4.2,Fortalecer la capacidad institucional para gestionar riesgos y responder a incidentes relacionados con IA,Strengthen institutional capacity to manage risks and respond to AI-related incidents,Protección integral de datos y sistemas en entornos de IA fortalecida mediante capacidades en ciberseguridad y gestión de riesgos,Data and systems protection in AI environments strengthened through cybersecurity and risk-management capacity,enia-4-2-2-03,37,Capacidades técnicas DC para el impulso y la protección de los datos en los entornos de IA,Desarrollar webinar y MOOC relacionados con ciberseguridad y gestión de riesgos para personas funcionarias del Ministerio de Hacienda,Ministerio de Hacienda,no-verificado,no-es-sistema-ia,,1,2026-08-21
5.1.1,5,Capacitación y formación de talento,Skills and talent development,5.1,Introducir la IA en la mejora de las capacidades de las personas,Use AI to improve people’s capabilities,Necesidades y demandas de capacidades en IA de la población identificadas para diseñar programas de formación,Population AI-capacity needs and demands identified to inform training programs,enia-5-1-1-01,38,Mapeo necesidades de capacidades en IA en Costa Rica,"Conocer las necesidades de la población asociadas a la adopción, uso y gestión de la IA en CR, para el diseño ajustado al usuario de programas de formación que reduzcan la brecha existente",MICITT-DASC,no-verificado,no-es-sistema-ia,,1,2026-08-21
5.1.1,5,Capacitación y formación de talento,Skills and talent development,5.1,Introducir la IA en la mejora de las capacidades de las personas,Use AI to improve people’s capabilities,Necesidades y demandas de capacidades en IA de la población identificadas para diseñar programas de formación,Population AI-capacity needs and demands identified to inform training programs,enia-5-1-1-02,38,Mapeo necesidades de capacidades en IA en Costa Rica,"Analizar datos estadísticos de censos para identificar zonas geográficas con oportunidades de mejora en la educación, cruzando esta información con la infraestructura institucional para determinar lugares y habilitar espacios de educación virtual",Instituto Costarricense de Electricidad (ICE)*,no-verificado,no-es-sistema-ia,,1,2026-08-21
5.1.1,5,Capacitación y formación de talento,Skills and talent development,5.1,Introducir la IA en la mejora de las capacidades de las personas,Use AI to improve people’s capabilities,Necesidades y demandas de capacidades en IA de la población identificadas para diseñar programas de formación,Population AI-capacity needs and demands identified to inform training programs,enia-5-1-1-03,39,Habilidades y capacidades en IA - MEP,"Coordinar la participación del MEP en el comité de seguimiento de la ENIA, que asegure el cumplimiento de los compromisos institucionales, la implementación de acciones que favorezcan la consolidación de las estrategias propuestas y se promueva la articulación intersectorial para políticas de IA en educación.",Ministerio de Educación Pública (MEP),no-verificado,no-es-sistema-ia,,1,2026-08-21
5.1.2,5,Capacitación y formación de talento,Skills and talent development,5.1,Introducir la IA en la mejora de las capacidades de las personas,Use AI to improve people’s capabilities,Estrategia para la alfabetización en IA a través de los CECI formulada y ejecutada,AI-literacy strategy formulated and delivered through CECI centers,enia-5-1-2-01,39,Capacitaciones de IA en CECI,"Generar capacidades introductorias en IA para todos los niveles de la comunidad como parte de la estrategia de alfabetización de los CECI, a partir del plan de sensibilización diseñado, según el mapeo y priorización de necesidades realizado, con el fin de contribuir al cierre de brechas y la alfabetización digital asociados a IA, a través de los CECI",MICITT-DASC,no-verificado,no-es-sistema-ia,,1,2026-08-21
5.1.3,5,Capacitación y formación de talento,Skills and talent development,5.1,Introducir la IA en la mejora de las capacidades de las personas,Use AI to improve people’s capabilities,Programas de capacitación y formación para el reskilling y upskilling de la fuerza laboral costarricense implementados,Reskilling and upskilling programs implemented for Costa Rica’s workforce,enia-5-1-3-01,40,Habilidades y capacidades en IA,"Promover el desarrollo de programas de reskilling y upskilling en la fuerza laboral costarricense que permita la recalificación profesional asociadas a uso, implementación y desarrollo de la IA",INA DINADECO IFAM PROMOTORAINDER,no-verificado,no-es-sistema-ia,,1,2026-08-21
5.1.3,5,Capacitación y formación de talento,Skills and talent development,5.1,Introducir la IA en la mejora de las capacidades de las personas,Use AI to improve people’s capabilities,Programas de capacitación y formación para el reskilling y upskilling de la fuerza laboral costarricense implementados,Reskilling and upskilling programs implemented for Costa Rica’s workforce,enia-5-1-3-02,40,Habilidades y capacidades en IA,"Generar capacidades, habilidades y espacios de conocimiento para el uso responsable y el acceso a la IA en la población costarricense",Ministerio de Justicia y Paz (MJ),no-verificado,no-es-sistema-ia,,1,2026-08-21
5.1.3,5,Capacitación y formación de talento,Skills and talent development,5.1,Introducir la IA en la mejora de las capacidades de las personas,Use AI to improve people’s capabilities,Programas de capacitación y formación para el reskilling y upskilling de la fuerza laboral costarricense implementados,Reskilling and upskilling programs implemented for Costa Rica’s workforce,enia-5-1-3-03,40,Habilidades y capacidades en IA,"Iniciar un proceso de alfabetización en inteligencia artificial con dos enfoques: técnico, para que ingenieros y personal de diversas áreas se formen y aprovechen las ventajas de la IA en sus funciones; y de usuario final, para que, mediante instrucción básica o guiada por personal capacitado, puedan utilizar la tecnología y mejorar sus tareas.",Refinadora Costarricense de Petróleo S.A (RECOPE),no-verificado,no-es-sistema-ia,,1,2026-08-21
5.1.3,5,Capacitación y formación de talento,Skills and talent development,5.1,Introducir la IA en la mejora de las capacidades de las personas,Use AI to improve people’s capabilities,Programas de capacitación y formación para el reskilling y upskilling de la fuerza laboral costarricense implementados,Reskilling and upskilling programs implemented for Costa Rica’s workforce,enia-5-1-3-04,41,Habilidades y capacidades en IA,"Gestionar la alfabetización en inteligencia artificial del personal de la empresa en dos niveles: técnico, dirigido a ingenieros y profesionales con capacidad analítica para comprender la tecnología y proponer mejoras en las labores sustantivas; y de usuario final, orientado a personas con conocimientos básicos que puedan emplear la IA para optimizar sus tareas diarias.",Refinadora Costarricense de Petróleo S.A (RECOPE),no-verificado,posible-duplicado,,1,2026-08-21
5.1.3,5,Capacitación y formación de talento,Skills and talent development,5.1,Introducir la IA en la mejora de las capacidades de las personas,Use AI to improve people’s capabilities,Programas de capacitación y formación para el reskilling y upskilling de la fuerza laboral costarricense implementados,Reskilling and upskilling programs implemented for Costa Rica’s workforce,enia-5-1-3-05,41,Habilidades y capacidades en IA,"Impulsar la transformación digital del Ministerio de Economía, Industria y Comercio (MEIC) mediante procesos continuos de educación, capacitación y transferencia tecnológica dirigidos a sus funcionarios, con el fin de implementar mejores prácticas en tecnologías emergentes y fortalecer las competencias del recurso humano institucional.","Ministerio de Economía, Industria Comerio (MEIC)",no-verificado,no-es-sistema-ia,,1,2026-08-21
5.1.3,5,Capacitación y formación de talento,Skills and talent development,5.1,Introducir la IA en la mejora de las capacidades de las personas,Use AI to improve people’s capabilities,Programas de capacitación y formación para el reskilling y upskilling de la fuerza laboral costarricense implementados,Reskilling and upskilling programs implemented for Costa Rica’s workforce,enia-5-1-3-06,42,Cierre de brecha de género,Promover la participación igualitaria de mujeres y hombres en la formación profesional en los programas relacionados con IA del INA,INA,no-verificado,no-es-sistema-ia,,2,2026-08-21
5.1.3,5,Capacitación y formación de talento,Skills and talent development,5.1,Introducir la IA en la mejora de las capacidades de las personas,Use AI to improve people’s capabilities,Programas de capacitación y formación para el reskilling y upskilling de la fuerza laboral costarricense implementados,Reskilling and upskilling programs implemented for Costa Rica’s workforce,enia-5-1-3-07,42,Atención de población menor de edad,"Implementar, en coordinación con la Unidad de Capacitación del PANI, dos procesos formativos sobre el uso de la inteligencia artificial que fortalezcan las capacidades institucionales y promuevan el reconocimiento de las implicaciones de su aplicación en población menor de edad.",Patronato Nacional de la Infancia (PANI),no-verificado,no-es-sistema-ia,,1,2026-08-21
5.2.1,5,Capacitación y formación de talento,Skills and talent development,5.2,Incluir la IA en procesos educativos formales y no formales,Include AI in formal and non-formal education,Procesos de capacitación y formación docente para generar habilidades y capacidades en IA implementados,Teacher training processes implemented to build AI skills and capabilities,enia-5-2-1-01,43,Habilidades y capacidades en IA,"Capacitar permanentemente al personal docente de acuerdo con las habilidadesy técnicas actuales y futuras, requeridas para el mejoramiento de la calidad de los servicios del INA",INA,no-verificado,no-es-sistema-ia,,1,2026-08-21
5.2.1,5,Capacitación y formación de talento,Skills and talent development,5.2,Incluir la IA en procesos educativos formales y no formales,Include AI in formal and non-formal education,Procesos de capacitación y formación docente para generar habilidades y capacidades en IA implementados,Teacher training processes implemented to build AI skills and capabilities,enia-5-2-1-02,43,Habilidades y capacidades en IA – MEP,"Implementar un plan de formación permanente mediante diferentes estrategias formativas dirigidas al personal docente y técnico-docente en ejercicio, enfocada hacia la comprensión, uso pedagógico y consideraciones éticas de la IA.",Ministerio de Educación Pública (MEP),no-verificado,no-es-sistema-ia,,2,2026-08-21
5.2.1,5,Capacitación y formación de talento,Skills and talent development,5.2,Incluir la IA en procesos educativos formales y no formales,Include AI in formal and non-formal education,Procesos de capacitación y formación docente para generar habilidades y capacidades en IA implementados,Teacher training processes implemented to build AI skills and capabilities,enia-5-2-1-03,44,Habilidades y capacidades en IA – MEP,"Garantizar el acceso estable, seguro y de alta velocidad a Internet en centros educativos, priorizando zonas rurales y vulnerables. Coordinación interinstitucional con MICITT y otras entidades para desplegar infraestructura y monitorear cobertura.",Ministerio de Educación Pública (MEP),no-verificado,no-es-sistema-ia,,1,2026-08-21
5.2.2,5,Capacitación y formación de talento,Skills and talent development,5.2,Incluir la IA en procesos educativos formales y no formales,Include AI in formal and non-formal education,Actividades de capacitación y talleres sobre IA promovidos en los LINC para la sociedad civil,AI training activities and workshops promoted at LINC labs for civil society,enia-5-2-2-01,44,Habilidades y capacidades en IA,"Fomentar alianzas estratégicas para la capacitación de la población en general en temas asociados de IA, haciendo uso de los LINC",MICITT-DIDI,parcialmente-verificado,mapeado-exacto,micitt-linc,1,2026-08-21
5.2.3,5,Capacitación y formación de talento,Skills and talent development,5.2,Incluir la IA en procesos educativos formales y no formales,Include AI in formal and non-formal education,Oferta de Formación Tecnológica aumentada con contenidos relacionados con IA,Technology Education offering expanded with AI-related content,enia-5-2-3-01,44,Habilidades y capacidades en IA - MEP,"Garantizar la funcionalidad, cobertura y estabilidad adecuadas de las redes de telemática internas de los centros educativos que permitan el acceso a internet desde todos los espacios institucionales destinados a los procesos educativos que así lo requieran.",Ministerio de Educación Pública (MEP),no-verificado,no-es-sistema-ia,,2,2026-08-21
5.2.3,5,Capacitación y formación de talento,Skills and talent development,5.2,Incluir la IA en procesos educativos formales y no formales,Include AI in formal and non-formal education,Oferta de Formación Tecnológica aumentada con contenidos relacionados con IA,Technology Education offering expanded with AI-related content,enia-5-2-3-02,45,Habilidades y capacidades en IA - MEP,"Incorporar progresivamente aprendizajes para la inteligencia artificial, ética digital, pensamiento computacional y alfabetización en IA en los programas de estudio de primaria y secundaria académica.",Ministerio de Educación Pública (MEP),parcialmente-verificado,coincidencia-parcial,mep-intel,3,2026-08-21
5.2.4,5,Capacitación y formación de talento,Skills and talent development,5.2,Incluir la IA en procesos educativos formales y no formales,Include AI in formal and non-formal education,Oferta de capacitación virtual autogestionada con contenidos de IA para la población estudiantil diseñada,Self-paced virtual AI training offering designed for students,enia-5-2-4-01,45,Habilidades y capacidades en IA - MEP,"Promover convenios y colaboraciones con organismos internacionales, agencias de cooperación, sector privado, academia y sector público para el desarrollo de infraestructura tecnológica, contenidos, formación y recursos relacionados con la IA en el sistema educativo.",Ministerio de Educación Pública (MEP),no-verificado,no-es-sistema-ia,,2,2026-08-21
5.2.5,5,Capacitación y formación de talento,Skills and talent development,5.2,Incluir la IA en procesos educativos formales y no formales,Include AI in formal and non-formal education,Procesos de formación de técnico medio en la carrera técnica de IA del MEP,Upper-secondary technical training delivered through the MEP AI technical program,enia-5-2-5-01,46,Habilidades y capacidades en IA,Promover la oferta educativa de la carrera técnica de Inteligencia Artificial en centros educativos que imparten especialidades técnicas del nivel medio.,Ministerio de Educación Pública (MEP),verificado,mapeado-exacto,mep-intel,3,2026-08-21
6.1.1,6,Infraestructura digital y tecnologías habilitantes,Digital infrastructure and enabling technologies,6.1,Desplegar la infraestructura digital como mecanismo habilitante,Deploy digital infrastructure as an enabling mechanism,Espectro radioeléctrico aprovechado para servicios de telecomunicaciones innovadores y aplicaciones avanzadas de IA,Radio spectrum leveraged for innovative telecommunications services and advanced AI applications,enia-6-1-1-01,47,Optimización y asignación eficiente del espectro radioeléctrico para fomentar la competitividad y expansión de redes 5G,"Habilitar espectro radioeléctrico mediante procesos de concurso público para el desarrollo de sistemas IMT. Específicamente, contar con múltiples ofertas de servicios disponibles al público sobre redes del ecosistema 5G a más tardar, al 2025",MICITT- Viceministerio de Telecomunicaciones,no-verificado,no-es-sistema-ia,,1,2026-08-21
6.1.1,6,Infraestructura digital y tecnologías habilitantes,Digital infrastructure and enabling technologies,6.1,Desplegar la infraestructura digital como mecanismo habilitante,Deploy digital infrastructure as an enabling mechanism,Espectro radioeléctrico aprovechado para servicios de telecomunicaciones innovadores y aplicaciones avanzadas de IA,Radio spectrum leveraged for innovative telecommunications services and advanced AI applications,enia-6-1-1-02,47,Armonización normativa del espectro radioeléctrico para fomentar servicios de telecomunicaciones innovadores.,"Gestionar el espectro radioeléctrico aplicando lineamientos técnicos para promover su uso óptimo y la habilitación de tecnologías dirigidas a la implementación de servicios de telecomunicaciones innovadores. Específicamente, armonizar la normativa nacional con el Reglamento de Radiocomunicaciones de la UIT vigente y sus modificaciones, así como con la normativa internacional, al 2026",MICITT- Viceministerio de Telecomunicaciones,no-verificado,no-es-sistema-ia,,1,2026-08-21
6.1.1,6,Infraestructura digital y tecnologías habilitantes,Digital infrastructure and enabling technologies,6.1,Desplegar la infraestructura digital como mecanismo habilitante,Deploy digital infrastructure as an enabling mechanism,Espectro radioeléctrico aprovechado para servicios de telecomunicaciones innovadores y aplicaciones avanzadas de IA,Radio spectrum leveraged for innovative telecommunications services and advanced AI applications,enia-6-1-1-03,48,Armonización normativa del espectro radioeléctrico para fomentar servicios de telecomunicaciones innovadores.,"Implementar despliegues de infraestructura 5G en zonas urbanas, rurales y polos tecnológicos, habilitando casos de uso de IA en sectores como salud, agricultura inteligente y educación digital.",Radiográfica de Costarricense S.A (RACSA),no-verificado,no-es-sistema-ia,,1,2026-08-21
6.1.2,6,Infraestructura digital y tecnologías habilitantes,Digital infrastructure and enabling technologies,6.1,Desplegar la infraestructura digital como mecanismo habilitante,Deploy digital infrastructure as an enabling mechanism,"Centro Nacional de Excelencia para promover investigación, desarrollo e implementación de tecnologías avanzadas de IA establecido","National Center of Excellence established to promote advanced AI research, development and implementation",enia-6-1-2-01,48,"Centro Nacional de Excelencia, IA","Establecer el diseño y el marco de gestión del Centro Nacional de Excelencia que promueva la participación y colaboración intersectorial (empresas, universidades, sector público) para el fomento de proyectos en IA de alto impacto",MICITT-DASC,no-verificado,coincidencia-parcial,cenat-lania,1,2026-08-21
6.1.3,6,Infraestructura digital y tecnologías habilitantes,Digital infrastructure and enabling technologies,6.1,Desplegar la infraestructura digital como mecanismo habilitante,Deploy digital infrastructure as an enabling mechanism,Infraestructura de cómputo instalada para desarrollar capacidades de IA en el país,Computing infrastructure installed to develop national AI capabilities,enia-6-1-3-01,48,Infraestructura de cómputo para capacidades de IA en el país,Fortalecer las capacidades de cómputo del país para generar capacidades en los diferentes sectores,MICITT,no-verificado,no-es-sistema-ia,,1,2026-08-21
6.1.3,6,Infraestructura digital y tecnologías habilitantes,Digital infrastructure and enabling technologies,6.1,Desplegar la infraestructura digital como mecanismo habilitante,Deploy digital infrastructure as an enabling mechanism,Infraestructura de cómputo instalada para desarrollar capacidades de IA en el país,Computing infrastructure installed to develop national AI capabilities,enia-6-1-3-02,49,Infraestructura de cómputo para capacidades de IA en el país,"Desarrollar una infraestructura de cómputo para la implementación de inteligencia artificial en loterías, abarcando desde la recolección de datos hasta la ejecución de modelos que optimicen la distribución, analicen patrones en los sorteos, gestionen la devolución de lotería y mejoren la experiencia del usuario.",Junta de Protección Social (JPS)*,no-verificado,enia-solamente,,1,2026-08-21
6.1.3,6,Infraestructura digital y tecnologías habilitantes,Digital infrastructure and enabling technologies,6.1,Desplegar la infraestructura digital como mecanismo habilitante,Deploy digital infrastructure as an enabling mechanism,Infraestructura de cómputo instalada para desarrollar capacidades de IA en el país,Computing infrastructure installed to develop national AI capabilities,enia-6-1-3-03,49,Infraestructura de cómputo para capacidades de IA en el país,"Adquirir tecnología con capacidades integradas de inteligencia artificial para la gestión de la infraestructura, incluyendo componentes que mejoren áreas como la ciberseguridad y fortalezcan las capacidades institucionales.",Refinadora Costarricense de Petróleo S.A (RECOPE),no-verificado,enia-solamente,,1,2026-08-21
7.1.1,7,Liderazgo internacional,International leadership,7.1,Posicionar a Costa Rica como referente en el marco de la gobernanza global de IA,Position Costa Rica as a leader in global AI governance,"Colaboración internacional en un marco de gobernanza global de IA confiable, segura y responsable","International collaboration advanced toward trustworthy, safe and responsible global AI governance",enia-7-1-1-01,50,Posicionamiento país en temas de IA,"Posicionar al país como referente en el marco de la Gobernanza Global de IA, a través de la incidencia en grupos de trabajo y organizaciones globales.",MICITT,no-verificado,no-es-sistema-ia,,2,2026-08-21
7.1.1,7,Liderazgo internacional,International leadership,7.1,Posicionar a Costa Rica como referente en el marco de la gobernanza global de IA,Position Costa Rica as a leader in global AI governance,"Colaboración internacional en un marco de gobernanza global de IA confiable, segura y responsable","International collaboration advanced toward trustworthy, safe and responsible global AI governance",enia-7-1-1-02,50,Posicionamiento país en temas de IA,"Promover la inclusión en acuerdos comerciales de disposiciones relacionadas con tecnologías de inteligencia artificial éticas, seguras y responsables, en el marco de los temas y competencias a cargo de COMEX.",MICITT,no-verificado,no-es-sistema-ia,,1,2026-08-21
7.1.2,7,Liderazgo internacional,International leadership,7.1,Posicionar a Costa Rica como referente en el marco de la gobernanza global de IA,Position Costa Rica as a leader in global AI governance,Oportunidades de financiamiento nacionales e internacionales para el desarrollo de IA identificadas,Domestic and international financing opportunities identified for AI development,enia-7-1-2-01,51,Financiamiento para la IA,"Promover el desarrollo de actividades científicas asociadas a la IA, a través de alianzas estratégicas y cooperación internacional, a partir de casos de éxito en la implementación de sistemas de IA beneficiosos para el país",MICITT-DIDI,no-verificado,no-es-sistema-ia,,1,2026-08-21
